,Headlines,date
3079,Biden Administration Urges Supreme Court to Uphold Affordable Care Act,Feb. 10
3080,Republicans Denounce a Senate Power Play They Have Used Themselves,Feb. 10
3081,White House Announces Senior Official Is Leading Inquiry Into SolarWinds Hacking,Feb. 10
3082,"Neera Tanden Grilled Again Over Statements, This Time by Bernie Sanders",Feb. 10
3083,How Has the Pandemic Reshaped Your Values?,Feb. 10
3084,Michigan Senate majority leader is caught on hot mic claiming that Capitol riot was a hoax.,Feb. 10
3085,The Vaccine Had to Be Used. He Used It. He Was Fired.,Feb. 10
3086,Biden imposes new sanctions on generals who engineered Myanmar coup.,Feb. 10
3087,Teachers’ Union Leaders Face a Tough Test Over School Reopening,Feb. 10
3088,3 People Stranded on Uninhabited Island Are Rescued After 33 Days,Feb. 10
3089,Impeachment managers raise the role of racism in the Capitol riot.,Feb. 10
3090,Republicans Denounce a Senate Power Play They Have Used Themselves,Feb. 10
3091,White House Announces Senior Official Is Leading Inquiry Into SolarWinds Hacking,Feb. 10
3092,"Neera Tanden Grilled Again Over Statements, This Time by Bernie Sanders",Feb. 10
3093,How Has the Pandemic Reshaped Your Values?,Feb. 10
3094,Michigan Senate majority leader is caught on hot mic claiming that Capitol riot was a hoax.,Feb. 10
3095,The Vaccine Had to Be Used. He Used It. He Was Fired.,Feb. 10
3096,Biden imposes new sanctions on generals who engineered Myanmar coup.,Feb. 10
3097,Teachers’ Union Leaders Face a Tough Test Over School Reopening,Feb. 10
3098,3 People Stranded on Uninhabited Island Are Rescued After 33 Days,Feb. 10
3099,Impeachment managers raise the role of racism in the Capitol riot.,Feb. 10
3100,How We Decided to Send Our Daughter Back to School,Feb. 10
3101,Georgia prosecutors have opened a criminal investigation into Trump’s call to a state official asking him to ‘find’ votes.,Feb. 10
3102,"A graphic, 13-minute video of the Jan. 6 riot moved hearts but not necessarily minds in the Senate.",Feb. 10
3103,"House managers show senators previously unseen, graphic Capitol security footage from Jan. 6.",Feb. 10
3104,Georgia Prosecutors Open Criminal Inquiry Into Trump’s Efforts to Subvert Election,Feb. 10
3105,House looks to move forward with a stimulus package that includes a minimum-wage increase.,Feb. 10
3106,Meet the Four Harvard Law Grads Taking on the Entire Legal System,Feb. 10
3107,The Pandemic’s Toll on Los Angeles Museums,Feb. 10
3108,San Francisco Rallied to Find a DoorDash Driver’s Missing Children,Feb. 10
3109,Analysis: The first trial seemed abstract. This one is a visceral reckoning.,Feb. 10
3110,How We Decided to Send Our Daughter Back to School,Feb. 10
3111,Georgia prosecutors have opened a criminal investigation into Trump’s call to a state official asking him to ‘find’ votes.,Feb. 10
3112,"A graphic, 13-minute video of the Jan. 6 riot moved hearts but not necessarily minds in the Senate.",Feb. 10
3113,"House managers show senators previously unseen, graphic Capitol security footage from Jan. 6.",Feb. 10
3114,Georgia Prosecutors Open Criminal Inquiry Into Trump’s Efforts to Subvert Election,Feb. 10
3115,House looks to move forward with a stimulus package that includes a minimum-wage increase.,Feb. 10
3116,Meet the Four Harvard Law Grads Taking on the Entire Legal System,Feb. 10
3117,The Pandemic’s Toll on Los Angeles Museums,Feb. 10
3118,San Francisco Rallied to Find a DoorDash Driver’s Missing Children,Feb. 10
3119,Analysis: The first trial seemed abstract. This one is a visceral reckoning.,Feb. 10
3120,Catch up on Day 1 of the trial: Here are five takeaways from Tuesday.,Feb. 10
3121,The prosecution is set to present its case against Trump for ‘incitement of insurrection.’,Feb. 10
3122,House Republicans Announce 47 Democrats They Hope to Unseat,Feb. 10
3123,Chicago’s teachers approve a deal that would send students back to the classroom.,Feb. 10
3124,‘There’s Nothing Left’: Why Thousands of Republicans Are Leaving the Party,Feb. 10
3125,Undoing Trump’s Anti-Immigrant Policies Will Mean Looking at the Fine Print,Feb. 10
3126,K.K.K. Member Who Drove Into Protesters Gets More Than 3 Years in Prison,Feb. 9
3127,"‘Dad, I Don’t Want to Come Back to the Capitol’: Raskin Speaks of the Horror of Jan. 6",Feb. 9
3128,The First Trial Seemed Abstract. This One Is a Visceral Reckoning Over Trump.,Feb. 9
3129,"Senate Agrees Trial Is Constitutional, as Trump Consolidates Votes for an Acquittal",Feb. 9
3130,Catch up on Day 1 of the trial: Here are five takeaways from Tuesday.,Feb. 10
3131,The prosecution is set to present its case against Trump for ‘incitement of insurrection.’,Feb. 10
3132,House Republicans Announce 47 Democrats They Hope to Unseat,Feb. 10
3133,Chicago’s teachers approve a deal that would send students back to the classroom.,Feb. 10
3134,‘There’s Nothing Left’: Why Thousands of Republicans Are Leaving the Party,Feb. 10
3135,Undoing Trump’s Anti-Immigrant Policies Will Mean Looking at the Fine Print,Feb. 10
3136,K.K.K. Member Who Drove Into Protesters Gets More Than 3 Years in Prison,Feb. 9
3137,"‘Dad, I Don’t Want to Come Back to the Capitol’: Raskin Speaks of the Horror of Jan. 6",Feb. 9
3138,The First Trial Seemed Abstract. This One Is a Visceral Reckoning Over Trump.,Feb. 9
3139,"Senate Agrees Trial Is Constitutional, as Trump Consolidates Votes for an Acquittal",Feb. 9
3140,Catch up on Day 1 of the trial: Here are five takeaways from Tuesday.,Feb. 10
3141,The prosecution is set to present its case against Trump for ‘incitement of insurrection.’,Feb. 10
3142,House Republicans Announce 47 Democrats They Hope to Unseat,Feb. 10
3143,Chicago’s teachers approve a deal that would send students back to the classroom.,Feb. 10
3144,‘There’s Nothing Left’: Why Thousands of Republicans Are Leaving the Party,Feb. 10
3145,Undoing Trump’s Anti-Immigrant Policies Will Mean Looking at the Fine Print,Feb. 10
3146,K.K.K. Member Who Drove Into Protesters Gets More Than 3 Years in Prison,Feb. 9
3147,"‘Dad, I Don’t Want to Come Back to the Capitol’: Raskin Speaks of the Horror of Jan. 6",Feb. 9
3148,The First Trial Seemed Abstract. This One Is a Visceral Reckoning Over Trump.,Feb. 9
3149,"Senate Agrees Trial Is Constitutional, as Trump Consolidates Votes for an Acquittal",Feb. 9
3150,Meandering Performance by Defense Lawyers Enrages Trump,Feb. 9
3151,Impeachment Briefing: A Video and a Vote,Feb. 9
3152,5 Takeaways From Day One of Trump’s Second Impeachment Trial,Feb. 9
3153,How We’re Thinking About Impeachment,Feb. 9
3154,"As Biden Pushes for Racial Equity in Vaccination, Data Is Lagging",Feb. 9
3155,Can Trump Live in Mar-a-Lago? Palm Beach Leans Yes,Feb. 9
3156,"John Fetterman, Senate Candidate, Revisits Gun Incident Involving Black Jogger",Feb. 9
3157,"Six G.O.P. senators vote to proceed with the trial, one more than in a similar vote last month.",Feb. 9
3158,Coronavirus Briefing: What Happened Today,Feb. 9
3159,"Americans Support Convicting Trump, but Only Narrowly",Feb. 9
3160,Meandering Performance by Defense Lawyers Enrages Trump,Feb. 9
3161,Impeachment Briefing: A Video and a Vote,Feb. 9
3162,5 Takeaways From Day One of Trump’s Second Impeachment Trial,Feb. 9
3163,How We’re Thinking About Impeachment,Feb. 9
3164,"As Biden Pushes for Racial Equity in Vaccination, Data Is Lagging",Feb. 9
3165,Can Trump Live in Mar-a-Lago? Palm Beach Leans Yes,Feb. 9
3166,"John Fetterman, Senate Candidate, Revisits Gun Incident Involving Black Jogger",Feb. 9
3167,"Six G.O.P. senators vote to proceed with the trial, one more than in a similar vote last month.",Feb. 9
3168,Coronavirus Briefing: What Happened Today,Feb. 9
3169,"Americans Support Convicting Trump, but Only Narrowly",Feb. 9
3170,‘The president’s lawyer just rambled on and on.’ Trump defense lawyer leaves some senators scratching their heads.,Feb. 9
3171,Justice Dept. Directs Trump-Appointed U.S. Attorneys to Leave,Feb. 9
3172,Senator Mike Lee of Utah suggests Trump should get a ‘mulligan’ for Jan. 6 speech.,Feb. 9
3173,4 Louisiana Troopers Arrested on Charges of Using Excessive Force,Feb. 9
3174,Democrat says Trump lawyers misrepresented legal scholar’s argument.,Feb. 9
3175,"Idaho Officer Killed Man at His Home After Mistaking His Identity, Police Say",Feb. 9
3176,1 Person Killed and 4 Injured in Shooting at Minnesota Health Clinic,Feb. 9
3177,"For his second impeachment trial, Trump remains largely silent.",Feb. 9
3178,Security is tight at the Capitol.,Feb. 9
3179,"As impeachment trial begins, Democrats try something new: Party unity",Feb. 9
3180,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial",Feb. 9
3181,"Next week, Biden will take his first major trip outside of Washington as president.",Feb. 9
3182,The Justice Department dropped a Trump-era lawsuit over an ex-aide’s book about Melania Trump.,Feb. 9
3183,Trump finds far fewer defenders this time around.,Feb. 9
3184,"Trump, the focus of the trial, is expected to stay out of sight.",Feb. 9
3185,Investigators Fault Pilot in Kobe Bryant Crash for Flying Into Clouds,Feb. 9
3186,"Lost in Antarctica, a Wallet Is Returned 53 Years Later (Memories Included)",Feb. 9
3187,How Does California’s Vaccine Rollout Compare With Other Parts of the Country?,Feb. 9
3188,Trump’s trial is expected to be brief but may have lasting political repercussions.,Feb. 9
3189,‘She Just Lost It’: Chicago School Fight Leaves Families in Limbo,Feb. 9
3190,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial",Feb. 9
3191,"Next week, Biden will take his first major trip outside of Washington as president.",Feb. 9
3192,The Justice Department dropped a Trump-era lawsuit over an ex-aide’s book about Melania Trump.,Feb. 9
3193,Trump finds far fewer defenders this time around.,Feb. 9
3194,"Trump, the focus of the trial, is expected to stay out of sight.",Feb. 9
3195,Investigators Fault Pilot in Kobe Bryant Crash for Flying Into Clouds,Feb. 9
3196,"Lost in Antarctica, a Wallet Is Returned 53 Years Later (Memories Included)",Feb. 9
3197,How Does California’s Vaccine Rollout Compare With Other Parts of the Country?,Feb. 9
3198,Trump’s trial is expected to be brief but may have lasting political repercussions.,Feb. 9
3199,‘She Just Lost It’: Chicago School Fight Leaves Families in Limbo,Feb. 9
3200,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial",Feb. 9
3201,"Next week, Biden will take his first major trip outside of Washington as president.",Feb. 9
3202,The Justice Department dropped a Trump-era lawsuit over an ex-aide’s book about Melania Trump.,Feb. 9
3203,Trump finds far fewer defenders this time around.,Feb. 9
3204,"Trump, the focus of the trial, is expected to stay out of sight.",Feb. 9
3205,Investigators Fault Pilot in Kobe Bryant Crash for Flying Into Clouds,Feb. 9
3206,"Lost in Antarctica, a Wallet Is Returned 53 Years Later (Memories Included)",Feb. 9
3207,How Does California’s Vaccine Rollout Compare With Other Parts of the Country?,Feb. 9
3208,Trump’s trial is expected to be brief but may have lasting political repercussions.,Feb. 9
3209,‘She Just Lost It’: Chicago School Fight Leaves Families in Limbo,Feb. 9
3210,"Colleges vowed a safer spring, but then students, and variants, arrived.",Feb. 9
3211,How Biden United a Fractious Party Under One Tent,Feb. 9
3212,"Colleges Vowed a Safer Spring. Then Students, and Variants, Arrived.",Feb. 9
3213,Justice Dept. to Keep Special Counsel Investigating Russia Inquiry,Feb. 9
3214,"Anthony Sowell, Serial Killer Who Terrorized Cleveland, Dies at 61",Feb. 9
3215,‘Its Own Domestic Army’: How the G.O.P. Allied Itself With Militants,Feb. 8
3216,‘Dangerous Stuff’: Hackers Tried to Poison Water Supply of Florida Town,Feb. 8
3217,"Denying Incitement, Trump Impeachment Team Says He Cannot Be Tried",Feb. 8
3218,"Minimum Wage Hike Would Help Poverty but Cost Jobs, Budget Office Says",Feb. 8
3219,"Trump Isn’t the Only One on Trial. The Conservative Media Is, Too.",Feb. 8
3220,"Colleges vowed a safer spring, but then students, and variants, arrived.",Feb. 9
3221,How Biden United a Fractious Party Under One Tent,Feb. 9
3222,"Colleges Vowed a Safer Spring. Then Students, and Variants, Arrived.",Feb. 9
3223,Justice Dept. to Keep Special Counsel Investigating Russia Inquiry,Feb. 9
3224,"Anthony Sowell, Serial Killer Who Terrorized Cleveland, Dies at 61",Feb. 9
3225,‘Its Own Domestic Army’: How the G.O.P. Allied Itself With Militants,Feb. 8
3226,‘Dangerous Stuff’: Hackers Tried to Poison Water Supply of Florida Town,Feb. 8
3227,"Denying Incitement, Trump Impeachment Team Says He Cannot Be Tried",Feb. 8
3228,"Minimum Wage Hike Would Help Poverty but Cost Jobs, Budget Office Says",Feb. 8
3229,"Trump Isn’t the Only One on Trial. The Conservative Media Is, Too.",Feb. 8
3230,Coronavirus Briefing: What Happened Today,Feb. 8
3231,"Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year.",Feb. 8
3232,First Up at Trump’s Impeachment: Can a Former President Stand Trial?,Feb. 8
3233,Impeachment Briefing: Trump’s Trial Starts Tomorrow,Feb. 8
3234,"Karen Lewis, Who Fought for Chicago’s Teachers, Dies at 67",Feb. 8
3235,"Using Connections to Trump, Dershowitz Became Force in Clemency Grants",Feb. 8
3236,Georgia Officials Review Trump Phone Call as Scrutiny Intensifies,Feb. 8
3237,A Utah School Made Black History Month Optional. Then It Reversed Itself.,Feb. 8
3238,Civil-Liberties Groups Ask Biden Justice Dept. to Drop Julian Assange Case,Feb. 8
3239,Here’s how Trump’s second impeachment trial will unfold in the Senate this week.,Feb. 8
3240,Coronavirus Briefing: What Happened Today,Feb. 8
3241,"Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year.",Feb. 8
3242,First Up at Trump’s Impeachment: Can a Former President Stand Trial?,Feb. 8
3243,Impeachment Briefing: Trump’s Trial Starts Tomorrow,Feb. 8
3244,"Karen Lewis, Who Fought for Chicago’s Teachers, Dies at 67",Feb. 8
3245,"Using Connections to Trump, Dershowitz Became Force in Clemency Grants",Feb. 8
3246,Georgia Officials Review Trump Phone Call as Scrutiny Intensifies,Feb. 8
3247,A Utah School Made Black History Month Optional. Then It Reversed Itself.,Feb. 8
3248,Civil-Liberties Groups Ask Biden Justice Dept. to Drop Julian Assange Case,Feb. 8
3249,Here’s how Trump’s second impeachment trial will unfold in the Senate this week.,Feb. 8
3250,Coronavirus Briefing: What Happened Today,Feb. 8
3251,"Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year.",Feb. 8
3252,First Up at Trump’s Impeachment: Can a Former President Stand Trial?,Feb. 8
3253,Impeachment Briefing: Trump’s Trial Starts Tomorrow,Feb. 8
3254,"Karen Lewis, Who Fought for Chicago’s Teachers, Dies at 67",Feb. 8
3255,"Using Connections to Trump, Dershowitz Became Force in Clemency Grants",Feb. 8
3256,Georgia Officials Review Trump Phone Call as Scrutiny Intensifies,Feb. 8
3257,A Utah School Made Black History Month Optional. Then It Reversed Itself.,Feb. 8
3258,Civil-Liberties Groups Ask Biden Justice Dept. to Drop Julian Assange Case,Feb. 8
3259,Here’s how Trump’s second impeachment trial will unfold in the Senate this week.,Feb. 8
3260,"When it comes to their own pandemic precautions, state legislatures in the U.S. are all over the map.",Feb. 8
3261,"Ilyse Hogue, Influential Abortion Rights Advocate, Will Step Down as NARAL Chief",Feb. 8
3262,Representative Ron Wright of Texas dies after battling Covid-19.,Feb. 8
3263,"Richard Shelby, Veteran Senator From Alabama, Won’t Seek 7th Term",Feb. 8
3264,"John Fetterman will run for Pennsylvania’s open Senate seat in 2022, in a Rust Belt test for the Democratic left.",Feb. 8
3265,"‘Women in Blue,’ and Redefining What It Means to Protect and Serve",Feb. 8
3266,"Top conservative lawyer says Trump can stand trial, in break with G.O.P. argument.",Feb. 8
3267,What to Watch Out for This Week in the Pandemic,Feb. 8
3268,Liz Cheney spurns calls to resign and says Republicans must move past Trump.,Feb. 8
3269,"Who Are David Schoen and Bruce Castor, Trump’s Impeachment Trial Lawyers?",Feb. 8
3270,"When it comes to their own pandemic precautions, state legislatures in the U.S. are all over the map.",Feb. 8
3271,"Ilyse Hogue, Influential Abortion Rights Advocate, Will Step Down as NARAL Chief",Feb. 8
3272,Representative Ron Wright of Texas dies after battling Covid-19.,Feb. 8
3273,"Richard Shelby, Veteran Senator From Alabama, Won’t Seek 7th Term",Feb. 8
3274,"John Fetterman will run for Pennsylvania’s open Senate seat in 2022, in a Rust Belt test for the Democratic left.",Feb. 8
3275,"‘Women in Blue,’ and Redefining What It Means to Protect and Serve",Feb. 8
3276,"Top conservative lawyer says Trump can stand trial, in break with G.O.P. argument.",Feb. 8
3277,What to Watch Out for This Week in the Pandemic,Feb. 8
3278,Liz Cheney spurns calls to resign and says Republicans must move past Trump.,Feb. 8
3279,"Who Are David Schoen and Bruce Castor, Trump’s Impeachment Trial Lawyers?",Feb. 8
3280,"When it comes to their own pandemic precautions, state legislatures in the U.S. are all over the map.",Feb. 8
3281,"Ilyse Hogue, Influential Abortion Rights Advocate, Will Step Down as NARAL Chief",Feb. 8
3282,Representative Ron Wright of Texas dies after battling Covid-19.,Feb. 8
3283,"Richard Shelby, Veteran Senator From Alabama, Won’t Seek 7th Term",Feb. 8
3284,"John Fetterman will run for Pennsylvania’s open Senate seat in 2022, in a Rust Belt test for the Democratic left.",Feb. 8
3285,"‘Women in Blue,’ and Redefining What It Means to Protect and Serve",Feb. 8
3286,"Top conservative lawyer says Trump can stand trial, in break with G.O.P. argument.",Feb. 8
3287,What to Watch Out for This Week in the Pandemic,Feb. 8
3288,Liz Cheney spurns calls to resign and says Republicans must move past Trump.,Feb. 8
3289,"Who Are David Schoen and Bruce Castor, Trump’s Impeachment Trial Lawyers?",Feb. 8
3290,The Union Leader Who Says She Can Get Teachers Back in Schools,Feb. 8
3291,"In the Battle for the Capitol, Veterans Fought on Opposite Sides",Feb. 8
3292,Dying of Covid in a ‘Separate and Unequal’ L.A. Hospital,Feb. 8
3293,Biden Administration Moves to Rejoin U.N. Human Rights Council,Feb. 7
3294,"Celebratory Cannon Salute at Baby Shower Ends in Death, Police Say",Feb. 7
3295,"Breaking With G.O.P., Top Conservative Lawyer Says Trump Can Stand Trial",Feb. 7
3296,Chicago Teachers Tentatively Agree to Return to Classrooms,Feb. 7
3297,"Democrats to Unveil Up to $3,600 Child Tax Credit as Part of Stimulus Bill",Feb. 7
3298,A Longtime Delaware Resident Commutes Home. A Few Things Have Changed.,Feb. 7
3299,Impeachment Case Aims to Marshal Outrage of Capitol Attack Against Trump,Feb. 7
3300,The Union Leader Who Says She Can Get Teachers Back in Schools,Feb. 8
3301,"In the Battle for the Capitol, Veterans Fought on Opposite Sides",Feb. 8
3302,Dying of Covid in a ‘Separate and Unequal’ L.A. Hospital,Feb. 8
3303,Biden Administration Moves to Rejoin U.N. Human Rights Council,Feb. 7
3304,"Celebratory Cannon Salute at Baby Shower Ends in Death, Police Say",Feb. 7
3305,"Breaking With G.O.P., Top Conservative Lawyer Says Trump Can Stand Trial",Feb. 7
3306,Chicago Teachers Tentatively Agree to Return to Classrooms,Feb. 7
3307,"Democrats to Unveil Up to $3,600 Child Tax Credit as Part of Stimulus Bill",Feb. 7
3308,A Longtime Delaware Resident Commutes Home. A Few Things Have Changed.,Feb. 7
3309,Impeachment Case Aims to Marshal Outrage of Capitol Attack Against Trump,Feb. 7
3310,Top U.S. health experts say vaccine supplies and vaccinations will increase by spring.,Feb. 7
3311,Chicago teachers reach a tentative deal with the city to reopen schools.,Feb. 7
3312,"Spurning Calls to Resign, Liz Cheney Says G.O.P. Must Move Past Trump",Feb. 7
3313,"A Century Ago, White Protestant Extremism Marched on Washington",Feb. 7
3314,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100",Feb. 7
3315,"Without a big aid bill like Biden’s, jobs will be slow to rebound, Yellen warns.",Feb. 7
3316,The Super Bowl brings fears of another coronavirus surge.,Feb. 7
3317,Lost: A Golden Flute on a Train. Found: Faith in Others.,Feb. 7
3318,District Attorney Charged in Sexual Assaults on Former Clients,Feb. 7
3319,Why Chuck Schumer Is Cozying Up to the A.O.C. Wing of His Party,Feb. 7
3320,Top U.S. health experts say vaccine supplies and vaccinations will increase by spring.,Feb. 7
3321,Chicago teachers reach a tentative deal with the city to reopen schools.,Feb. 7
3322,"Spurning Calls to Resign, Liz Cheney Says G.O.P. Must Move Past Trump",Feb. 7
3323,"A Century Ago, White Protestant Extremism Marched on Washington",Feb. 7
3324,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100",Feb. 7
3325,"Without a big aid bill like Biden’s, jobs will be slow to rebound, Yellen warns.",Feb. 7
3326,The Super Bowl brings fears of another coronavirus surge.,Feb. 7
3327,Lost: A Golden Flute on a Train. Found: Faith in Others.,Feb. 7
3328,District Attorney Charged in Sexual Assaults on Former Clients,Feb. 7
3329,Why Chuck Schumer Is Cozying Up to the A.O.C. Wing of His Party,Feb. 7
3330,Strong Trump Supporters Picked to Head Michigan Republican Party,Feb. 6
3331,"4 Skiers Killed in Avalanche in Utah, Officials Say",Feb. 6
3332,Trump Lawyer Asks to Pause Impeachment Trial if It Runs Into Sabbath,Feb. 6
3333,Wyoming Republicans Censure Liz Cheney for Impeachment Vote,Feb. 6
3334,Anti-Vaccine Activists Emboldened in California,Feb. 6
3335,A Rotating Group of Intelligence Analysts Will Brief President Biden,Feb. 6
3336,"Frank Shankwitz, a Founder of Make-a-Wish, Is Dead at 77",Feb. 6
3337,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",Feb. 6
3338,"For Buttigieg, ‘Generational’ Transportation Change May Not Be Easy, Experts Say",Feb. 6
3339,Biden Wants Harris to Have a Major Role. What It Is Hasn’t Been Defined.,Feb. 6
3340,Strong Trump Supporters Picked to Head Michigan Republican Party,Feb. 6
3341,"4 Skiers Killed in Avalanche in Utah, Officials Say",Feb. 6
3342,Trump Lawyer Asks to Pause Impeachment Trial if It Runs Into Sabbath,Feb. 6
3343,Wyoming Republicans Censure Liz Cheney for Impeachment Vote,Feb. 6
3344,Anti-Vaccine Activists Emboldened in California,Feb. 6
3345,A Rotating Group of Intelligence Analysts Will Brief President Biden,Feb. 6
3346,"Frank Shankwitz, a Founder of Make-a-Wish, Is Dead at 77",Feb. 6
3347,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",Feb. 6
3348,"For Buttigieg, ‘Generational’ Transportation Change May Not Be Easy, Experts Say",Feb. 6
3349,Biden Wants Harris to Have a Major Role. What It Is Hasn’t Been Defined.,Feb. 6
3350,Migrant Families Force Biden to Confront New Border Crisis,Feb. 6
3351,Immunization Expert Accuses C.D.C. and Deloitte of Stealing Her Idea,Feb. 6
3352,"Progressives Made a Splash. Can They Pass Bills, Too?",Feb. 6
3353,Supreme Court Partly Backs Religious Challenge to California Virus Restrictions,Feb. 6
3354,"Biden Bars Trump From Receiving Intelligence Briefings, Citing ‘Erratic Behavior’",Feb. 5
3355,Biden Reverses Trump Terrorist Designation for Houthis in Yemen,Feb. 5
3356,"Exiled From Committees, Greene Says She Is ‘Freed’ to Push Republicans to the Right",Feb. 5
3357,Judge Says Florist Charged in Capitol Riot May Travel to Mexico,Feb. 5
3358,U.S. Will Examine Giving F.B.I. More Resources to Counter Domestic Extremism,Feb. 5
3359,Summer School Is a Hot Idea Right Now. Could It Work?,Feb. 5
3360,Migrant Families Force Biden to Confront New Border Crisis,Feb. 6
3361,Immunization Expert Accuses C.D.C. and Deloitte of Stealing Her Idea,Feb. 6
3362,"Progressives Made a Splash. Can They Pass Bills, Too?",Feb. 6
3363,Supreme Court Partly Backs Religious Challenge to California Virus Restrictions,Feb. 6
3364,"Biden Bars Trump From Receiving Intelligence Briefings, Citing ‘Erratic Behavior’",Feb. 5
3365,Biden Reverses Trump Terrorist Designation for Houthis in Yemen,Feb. 5
3366,"Exiled From Committees, Greene Says She Is ‘Freed’ to Push Republicans to the Right",Feb. 5
3367,Judge Says Florist Charged in Capitol Riot May Travel to Mexico,Feb. 5
3368,U.S. Will Examine Giving F.B.I. More Resources to Counter Domestic Extremism,Feb. 5
3369,Summer School Is a Hot Idea Right Now. Could It Work?,Feb. 5
3370,Intruder Boards a Military Plane at Joint Base Andrews,Feb. 5
3371,Coronavirus Briefing: What Happened Today,Feb. 5
3372,144 Constitutional Lawyers Call Trump’s First Amendment Defense ‘Legally Frivolous’,Feb. 5
3373,"Biden will take the presidential plane for the first time, but it may not be the one that has delighted his predecessors.",Feb. 5
3374,‘The vice president votes in the affirmative’: Here’s how Kamala Harris broke her first Senate tie.,Feb. 5
3375,Ice Floe Rescues and Highway Crashes Cap a Bad Week of Winter Weather,Feb. 5
3376,Biden Won’t Restore Bar Association’s Role in Vetting Judges,Feb. 5
3377,"Margaret C. Snyder, the U.N.’s ‘First Feminist,’ Dies at 91",Feb. 5
3378,144 constitutional lawyers call Trump’s First Amendment defense ‘legally frivolous.’,Feb. 5
3379,"After Years in Government, Biden Has a New Perk: Air Force One",Feb. 5
3380,Muddled Intelligence Hampered Response to Capitol Riot,Feb. 5
3381,More than 200 officials from the Obama administration sign a letter urging Congress to go big on the stimulus.,Feb. 5
3382,New polling suggests most Americans back Biden’s policies.,Feb. 5
3383,Take a Visual Tour Through California as It Reopens,Feb. 5
3384,Biden says a weak jobs report proves the need for an immediate and large stimulus.,Feb. 5
3385,"House gives final approval to budget plan including Biden’s $1.9 trillion stimulus, over unified Republican opposition.",Feb. 5
3386,The House’s Unusual Move,Feb. 5
3387,Students Punished for ‘Vulgar’ Social Media Posts Are Fighting Back,Feb. 5
3388,How Does a City Host a Super Bowl in a Pandemic?,Feb. 5
3389,New Zealand Sentences Woman Caught With Cacti Tied to Her Body,Feb. 4
3390,Muddled Intelligence Hampered Response to Capitol Riot,Feb. 5
3391,More than 200 officials from the Obama administration sign a letter urging Congress to go big on the stimulus.,Feb. 5
3392,New polling suggests most Americans back Biden’s policies.,Feb. 5
3393,Take a Visual Tour Through California as It Reopens,Feb. 5
3394,Biden says a weak jobs report proves the need for an immediate and large stimulus.,Feb. 5
3395,"House gives final approval to budget plan including Biden’s $1.9 trillion stimulus, over unified Republican opposition.",Feb. 5
3396,The House’s Unusual Move,Feb. 5
3397,Students Punished for ‘Vulgar’ Social Media Posts Are Fighting Back,Feb. 5
3398,How Does a City Host a Super Bowl in a Pandemic?,Feb. 5
3399,New Zealand Sentences Woman Caught With Cacti Tied to Her Body,Feb. 4
3400,Muddled Intelligence Hampered Response to Capitol Riot,Feb. 5
3401,More than 200 officials from the Obama administration sign a letter urging Congress to go big on the stimulus.,Feb. 5
3402,New polling suggests most Americans back Biden’s policies.,Feb. 5
3403,Take a Visual Tour Through California as It Reopens,Feb. 5
3404,Biden says a weak jobs report proves the need for an immediate and large stimulus.,Feb. 5
3405,"House gives final approval to budget plan including Biden’s $1.9 trillion stimulus, over unified Republican opposition.",Feb. 5
3406,The House’s Unusual Move,Feb. 5
3407,Students Punished for ‘Vulgar’ Social Media Posts Are Fighting Back,Feb. 5
3408,How Does a City Host a Super Bowl in a Pandemic?,Feb. 5
3409,New Zealand Sentences Woman Caught With Cacti Tied to Her Body,Feb. 4
3410,Biden Signals Break With Trump Foreign Policy in a Wide-Ranging State Dept. Speech,Feb. 4
3411,15-Year Sentence for Pennsylvania Man Who Abused Girls at Orphanage in Kenya,Feb. 4
3412,"Senate Backs Biden’s Stimulus, But Rejects Quick Minimum Wage Increase",Feb. 4
3413,Trump Refuses Surprise Call to Testify in His Impeachment Trial,Feb. 4
3414,Can’t Get a Shot? Thousands of ‘Vaccine Hunters’ Are Crossing State Borders to Get Theirs,Feb. 4
3415,"To ‘Re-engage the World,’ Biden Looks to Win Over U.S. Diplomats First",Feb. 4
3416,"House Exiles Marjorie Taylor Greene From Panels, as Republicans Rally Around Her",Feb. 4
3417,"Virginia, Shifting Left Fast, Moves Closer to Abolishing Death Penalty",Feb. 4
3418,New Boston Police Leader Put on Leave as Domestic Abuse Allegations Surface,Feb. 4
3419,Coronavirus Briefing: What Happened Today,Feb. 4
3420,Biden Signals Break With Trump Foreign Policy in a Wide-Ranging State Dept. Speech,Feb. 4
3421,15-Year Sentence for Pennsylvania Man Who Abused Girls at Orphanage in Kenya,Feb. 4
3422,"Senate Backs Biden’s Stimulus, But Rejects Quick Minimum Wage Increase",Feb. 4
